REGION_NUM,REGION_NAME,FOREST_NAME,DISTRICT_NAME,CITY,STATE,LOCATION,MODULES,HOUSING,NOTES,FOREST_URL
2,Rocky Mountain,NEBRASKA,FT. PIERRE,FORT PIERRE,SOUTH DAKOTA,"FORT PIERRE, SOUTH DAKOTA",Engine,NO,,http://www.fs.usda.gov/nebraska
1,Northern,KOOTENAI,FORTINE,FORTINE,MONTANA,"FORTINE, MONTANA","Engine, IA Crew/Squad (4-10 person), Fuels, Prevention",YES,Bunkhouse and rv pads available. Fortine is combined with Eureka. Fire crews bunk in Eureka. Fortine is mostly malita. ,http://www.fs.usda.gov/kootenai
5,Pacific Southwest,LOS PADRES,MT. PINOS,FRAZIER PARK,CALIFORNIA,"FRAZIER PARK, CALIFORNIA","Engine, Helitack, Prevention",YES,,http://www.fs.usda.gov/lpnf
3,Southwestern,KAIBAB,NORTH KAIBAB,FREDONIA,ARIZONA,"FREDONIA, ARIZONA",Engine,YES,"But housing and engines are at big springs, main office for the N. Kaibab is in Fredonia.",https://www.fs.usda.gov/kaibab
1,Northern,CUSTER GALLATIN,GARDINER,GARDINER,MONTANA,"GARDINER, MONTANA",,,,http://www.fs.usda.gov/custergallatin
5,Pacific Southwest,SIX RIVERS,GASQUET,GASQUET,CALIFORNIA,"GASQUET, CALIFORNIA","Engine, Hotshot Crew",YES,,http://www.fs.usda.gov/srnf/
5,Pacific Southwest,ELDORADO,GEORGETOWN,GEORGETOWN,CALIFORNIA,"GEORGETOWN, CALIFORNIA",,,,http://www.fs.usda.gov/eldorado
5,Pacific Southwest,ANGELES,SAN GABRIEL MOUNTAINS NM,GLENDORA,CALIFORNIA,"GLENDORA, CALIFORNIA",,,,http://www.fs.usda.gov/angeles
3,Southwestern,GILA,GLENWOOD,GLENWOOD,NEW MEXICO,"GLENWOOD, NEW MEXICO",,,,https://www.fs.usda.gov/gila/
6,Pacific Northwest,UMPQUA,NORTH UMPQUA,GLIDE,OREGON,"GLIDE, OREGON",Hotshot Crew,NO,Wolf Creek Hotshots based out of the Umpqua service center in Roseburg. No federal government housing available for shots. ,http://www.fs.usda.gov/umpqua
3,Southwestern,TONTO,GLOBE,GLOBE,ARIZONA,"GLOBE, ARIZONA","Engine, Hotshot Crew",NO,,https://www.fs.usda.gov/tonto/
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,GOLD BEACH,GOLD BEACH,OREGON,"GOLD BEACH, OREGON","Engine, IA Crew/Squad (4-10 person), Fuels, Prevention",YES,"7 spots for temps in the fire program between 2 houses on the compound.- While housing is ""available"", last time I was there the housing was literally in the animal barns at the fairgrounds. The housing is horrifying, it's a sectioned off bit of an old barn run by the 4H, who treat their tenants like crap - they dumped trash on our porch, accused us of smoking weed in the bunkhouse (no one was stupid enough to smoke *inside*) and kicked us out for 2 weeks out of the year. There's available housing on the compound, but that needs to be kept empty in case a botanist or somebody important needs to stay a night or two.",http://www.fs.usda.gov/rogue-siskiyou/
2,Rocky Mountain,ARAPAHO AND ROOSEVELT,SULPHUR,GRANBY,COLORADO,"GRANBY, COLORADO",,,,http://www.fs.usda.gov/arp
2,Rocky Mountain,"GRAND MESA, UNCOMPAHGRE AND GUNNISON",GRAND VALLEY,GRAND JUNCTION,COLORADO,"GRAND JUNCTION, COLORADO",WFM,NO,Unaweep WFM (BLM),http://www.fs.usda.gov/gmug
1,Northern,NEZ PERCE-CLEARWATER,GRANGEVILLE AIR CENTER,GRANGEVILLE,IDAHO,"GRANGEVILLE, IDAHO","Smokejumper, Helitack",NO,,http://www.fs.usda.gov/nezperceclearwater/
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,,GRANTS PASS,OREGON,"GRANTS PASS, OREGON","WFM, Rappel",No,,http://www.fs.usda.gov/rogue-siskiyou/
3,Southwestern,CIBOLA,MT. TAYLOR,GRANTS,NEW MEXICO,"GRANTS, NEW MEXICO",,,,https://www.fs.usda.gov/cibola
4,Intermountain,ASHLEY,FLAMING GORGE/VERNAL,GREEN RIVER,WYOMING,"GREEN RIVER, WYOMING","Engine, Type 2/2IA Handcrew, WFM",NO,,http://www.fs.usda.gov/ashley
2,Rocky Mountain,BIGHORN,MEDICINE WHEEL,GREYBULL,WYOMING,"GREYBULL, WYOMING","Engine, Hotshot Crew",YES,RV Hookups plus bunkhouse or FEMA Trailers ,http://www.fs.usda.gov/bighorn
5,Pacific Southwest,ELDORADO,PACIFIC,GRIZZLY FLATS,CALIFORNIA,"GRIZZLY FLATS, CALIFORNIA",Engine,YES,,http://www.fs.usda.gov/eldorado
5,Pacific Southwest,STANISLAUS,GROVELAND,GROVELAND,CALIFORNIA,"GROVELAND, CALIFORNIA",,,,http://www.fs.usda.gov/stanislaus/
2,Rocky Mountain,"GRAND MESA, UNCOMPAHGRE AND GUNNISON",GUNNISON,GUNNISON,COLORADO,"GUNNISON, COLORADO","Engine, IA Crew/Squad (4-10 person)",Yes,"Small amount of housing, 3 dorm style rooms about 10 miles from duty station with limited WiFi/AT&T service. ",http://www.fs.usda.gov/gmug
6,Pacific Northwest,WALLOWA-WHITMAN,WHITMAN,HALFWAY,OREGON,"HALFWAY, OREGON","Engine, IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/wallowa-whitman
2,Rocky Mountain,NEBRASKA,BESSEY,HALSEY,NEBRASKA,"HALSEY, NEBRASKA",,,,http://www.fs.usda.gov/nebraska
1,Northern,BITTERROOT,SO,HAMILTON,MONTANA,"HAMILTON, MONTANA",Helitack,NO,,http://www.fs.usda.gov/bitterroot
5,Pacific Southwest,KLAMATH,HAPPY CAMP,HAPPY CAMP,CALIFORNIA,"HAPPY CAMP, CALIFORNIA","Engine, Type 2/2IA Handcrew, Helitack, Fuels, Prevention",YES,"In addition to barracks, quite a few gov-owned trailer pads",http://www.fs.usda.gov/klamath
3,Southwestern,COCONINO,MOGOLLON RIM,HAPPY JACK,ARIZONA,"HAPPY JACK, ARIZONA","Engine, IA Crew/Squad (4-10 person), Hotshot Crew, Fuels, Prevention",YES,"The Coconino actually has two work locations on the Mogollon rim district. They call them both Happy Jack but it's actually Happy Jack and Blue Ridge. Happy Jack is about 40 minute drive from Flagstaff and Blue Ridge is about an hour drive.  ENGINES AT BOTH LOCATIONS, BLUE RIDGE IHC @ BLUE RIDGE",https://www.fs.usda.gov/coconino
1,Northern,HELENA-LEWIS AND CLARK,MUSSELSHELL,HARLOWTON,MONTANA,"HARLOWTON, MONTANA",,,,http://www.fs.usda.gov/helena/
5,Pacific Southwest,LASSEN,HAT CREEK,HAT CREEK,CALIFORNIA,"HAT CREEK, CALIFORNIA",,,,http://www.fs.usda.gov/lassen
5,Pacific Southwest,STANISLAUS,CALAVERAS,HATHAWAY PINES,CALIFORNIA,"HATHAWAY PINES, CALIFORNIA",,,,http://www.fs.usda.gov/stanislaus/
5,Pacific Southwest,SHASTA-TRINITY,HAYFORK,HAYFORK,CALIFORNIA,"HAYFORK, CALIFORNIA",,,,http://www.fs.usda.gov/stnf/
4,Intermountain,UINTA-WASATCH-CACHE,HEBER-KAMAS,HEBER CITY,UTAH,"HEBER CITY, UTAH",Engine,YES,,http://www.fs.usda.gov/uwcnf
6,Pacific Northwest,SIUSLAW,HEBO,HEBO,OREGON,"HEBO, OREGON",WFM,YES,,http://www.fs.usda.gov/siuslaw
1,Northern,HELENA-LEWIS AND CLARK,HELENA,HELENA,MONTANA,"HELENA, MONTANA","Engine, Hotshot Crew",NO,,http://www.fs.usda.gov/helena/
6,Pacific Northwest,UMATILLA,HEPPNER,HEPPNER,OREGON,"HEPPNER, OREGON",,,,http://www.fs.usda.gov/umatilla
3,Southwestern,CORONADO,SIERRA VISTA,HEREFORD,ARIZONA,"HEREFORD, ARIZONA",,,,https://www.fs.usda.gov/coronado
6,Pacific Northwest,MALHEUR,EMIGRANT CREEK,HINES,OREGON,"HINES, OREGON","Engine, Type 2/2IA Handcrew (Dedicated 20+person)",YES,"4 FS engines, 2 type 6, 2 type 4
One remote duty station (crow flat) usually houses just one engine and itâ€™s crew 
Interagency zone so bunch of blm engines and a blm helitack out of town, and a usfw engine",http://www.fs.usda.gov/malheur
6,Pacific Northwest,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,HOOD RIVER,OREGON,"HOOD RIVER, OREGON",,,,http://www.fs.usda.gov/crgnsa
2,Rocky Mountain,NEBRASKA,FALL RIVER,HOT SPRINGS,SOUTH DAKOTA,"HOT SPRINGS, SOUTH DAKOTA",Engine,YES,Shared bunkhouse with two-person rooms.,http://www.fs.usda.gov/nebraska
5,Pacific Southwest,SEQUOIA,HUME LAKE,HUME,CALIFORNIA,"HUME, CALIFORNIA",,,,http://www.fs.usda.gov/sequoia/
1,Northern,FLATHEAD,HUNGRY HORSE,HUNGRY HORSE,MONTANA,"HUNGRY HORSE, MONTANA",Engine,YES,,http://www.fs.usda.gov/flathead
1,Northern,FLATHEAD,SPOTTED BEAR,HUNGRY HORSE,MONTANA,"HUNGRY HORSE, MONTANA",,,,http://www.fs.usda.gov/flathead
1,Northern,LOLO,NINEMILE,HUSON,MONTANA,"HUSON, MONTANA","Engine, IA Crew/Squad (4-10 person)",NO,,http://www.fs.usda.gov/lolo
4,Intermountain,BOISE,IDAHO CITY,IDAHO CITY,IDAHO,"IDAHO CITY, IDAHO","Engine, Type 2/2IA Handcrew, Hotshot Crew, Prevention",YES,,http://www.fs.usda.gov/boise
4,Intermountain,CARIBOU-TARGHEE,PALISADES,IDAHO FALLS,IDAHO,"IDAHO FALLS, IDAHO",,,,http://www.fs.usda.gov/ctnf
2,Rocky Mountain,ARAPAHO AND ROOSEVELT,CLEAR CREEK,IDAHO SPRINGS,COLORADO,"IDAHO SPRINGS, COLORADO",,,,http://www.fs.usda.gov/arp
6,Pacific Northwest,UMPQUA,DIAMOND LAKE,IDLEYLD PARK,OREGON,"IDLEYLD PARK, OREGON",Type 2/2IA Handcrew  (Dedicated 20+person),YES,,http://www.fs.usda.gov/umpqua
5,Pacific Southwest,SAN BERNARDINO,SAN JACINTO,IDYLLWILD,CALIFORNIA,"IDYLLWILD, CALIFORNIA",,,,http://www.fs.usda.gov/sbnf/
5,Pacific Southwest,INYO,MT. WHITNEY,INDEPENDENCE,CALIFORNIA,"INDEPENDENCE, CALIFORNIA",,,,http://www.fs.usda.gov/inyo/
4,Intermountain,CARIBOU-TARGHEE,ASHTON/ISLAND PARK,ISLAND PARK,IDAHO,"ISLAND PARK, IDAHO",Type 2/2IA Handcrew,YES,,http://www.fs.usda.gov/ctnf
4,Intermountain,BRIDGER-TETON,JACKSON,JACKSON,WYOMING,"JACKSON, WYOMING","Engine, Helitack",YES,Helitack is USFS/NPS interagency and shorthaul trained,http://www.fs.usda.gov/btnf
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,SISKIYOU MOUNTAINS,JACKSONVILLE,OREGON,"JACKSONVILLE, OREGON",,,,http://www.fs.usda.gov/rogue-siskiyou/
3,Southwestern,KAIBAB,NORTH KAIBAB,JACOB LAKE,ARIZONA,"JACOB LAKE, ARIZONA","Engine, IA Crew/Squad (4-10 person), Prevention",YES,Housing: Three cabins and a bunch of trailer hookups. - Rumor is they're looking at turning the employee housing into overnight vacation rentals for tourists in the not to distant future,https://www.fs.usda.gov/kaibab
3,Southwestern,SANTA FE,JEMEZ,JEMEZ SPRINGS,NEW MEXICO,"JEMEZ SPRINGS, NEW MEXICO",,,,https://www.fs.usda.gov/santafe/
4,Intermountain,SAWTOOTH,SAWTOOTH SO,JEROME,IDAHO,"JEROME, IDAHO",Hotshot Crew,NO,,http://www.fs.usda.gov/sawtooth
6,Pacific Northwest,MALHEUR,BLUE MOUNTAIN,JOHN DAY,OREGON,"JOHN DAY, OREGON","Engine, Type 2/2IA Handcrew  (Dedicated 20+person), Rappel",YES,Housing for only about 8-10 firefighters!! ,http://www.fs.usda.gov/malheur
6,Pacific Northwest,WALLOWA-WHITMAN,LA GRANDE,JOSEPH,OREGON,"JOSEPH, OREGON","Engine, IA Crew/Squad (4-10 person), WFM",YES,Fire shop is located in Enterprise.  Housing is old Sled Springs rappel base.,http://www.fs.usda.gov/wallowa-whitman
5,Pacific Southwest,INYO,MONO LAKE,JUNE LAKE,CALIFORNIA,"JUNE LAKE, CALIFORNIA",Engine,YES,,http://www.fs.usda.gov/inyo/
1,Northern,FLATHEAD,TALLY LAKE,KALISPELL,MONTANA,"KALISPELL, MONTANA",Engine,NO,,http://www.fs.usda.gov/flathead
4,Intermountain,UINTA-WASATCH-CACHE,EVANSTON-MOUNTAIN VIEW,KAMAS,UTAH,"KAMAS, UTAH",,,,http://www.fs.usda.gov/uwcnf
4,Intermountain,UINTA-WASATCH-CACHE,HEBER-KAMAS,KAMAS,UTAH,"KAMAS, UTAH",,,,http://www.fs.usda.gov/uwcnf
4,Intermountain,BRIDGER-TETON,KEMMERER,KEMMERER,WYOMING,"KEMMERER, WYOMING",Engine,YES,,http://www.fs.usda.gov/btnf
5,Pacific Southwest,SEQUOIA,KERN RIVER,KERNVILLE,CALIFORNIA,"KERNVILLE, CALIFORNIA",,,,http://www.fs.usda.gov/sequoia/
4,Intermountain,SAWTOOTH,KETCHUM,KETCHUM,IDAHO,"KETCHUM, IDAHO","Engine, Helitack, Prevention",YES,,http://www.fs.usda.gov/sawtooth
6,Pacific Northwest,COLVILLE,THREE RIVERS,KETTLE FALLS,WASHINGTON,"KETTLE FALLS, WASHINGTON","Engine, IA Crew/Squad (4-10 person), Fuels",YES,,http://www.fs.usda.gov/colville
5,Pacific Southwest,LOS PADRES,MONTEREY,KING CITY,CALIFORNIA,"KING CITY, CALIFORNIA",,,,http://www.fs.usda.gov/lpnf
6,Pacific Northwest,FREMONT-WINEMA,KLAMATH,KLAMATH FALLS,OREGON,"KLAMATH FALLS, OREGON","Engine, Hotshot Crew",NO,Housing is cheap but not government supplied,http://www.fs.usda.gov/fremont-winema
5,Pacific Southwest,KLAMATH,HAPPY CAMP,KLAMATH RIVER,CALIFORNIA,"KLAMATH RIVER, CALIFORNIA","Engine, Hotshot Crew, Prevention",YES,,http://www.fs.usda.gov/klamath
1,Northern,NEZ PERCE-CLEARWATER,LOCHSA/POWELL,KOOSKIA,IDAHO,"KOOSKIA, IDAHO","Engine, IA Crew/Squad (4-10 person), WFM, Prevention",YES,,http://www.fs.usda.gov/nezperceclearwater/
1,Northern,NEZ PERCE-CLEARWATER,MOOSE CREEK,KOOSKIA,IDAHO,"KOOSKIA, IDAHO","Engine, WFM",YES,The trails/other house has a rape shower,http://www.fs.usda.gov/nezperceclearwater/
6,Pacific Northwest,WALLOWA-WHITMAN,LA GRANDE,LA GRANDE,OREGON,"LA GRANDE, OREGON",Rappel,NO,,http://www.fs.usda.gov/wallowa-whitman
2,Rocky Mountain,RIO GRANDE,CONEJOS PEAK,LA JARA,COLORADO,"LA JARA, COLORADO",Engine,Yes,,http://www.fs.usda.gov/riogrande
2,Rocky Mountain,PIKE AND SAN ISABEL,SOUTH PARK,LAKE GEORGE,COLORADO,"LAKE GEORGE, COLORADO",,,,http://www.fs.usda.gov/psicc
5,Pacific Southwest,SEQUOIA,KERN RIVER,LAKE ISABELLA,CALIFORNIA,"LAKE ISABELLA, CALIFORNIA",,,,http://www.fs.usda.gov/sequoia/
5,Pacific Southwest,LASSEN,EAGLE LAKE,LAKEHEAD,CALIFORNIA,"LAKEHEAD, CALIFORNIA",,,,http://www.fs.usda.gov/lassen
5,Pacific Southwest,SHASTA-TRINITY,SHASTA-LAKE,LAKEHEAD,CALIFORNIA,"LAKEHEAD, CALIFORNIA",,,,http://www.fs.usda.gov/stnf/
3,Southwestern,APACHE-SITGREAVES,LAKESIDE,LAKESIDE,ARIZONA,"LAKESIDE, ARIZONA","Engine, Prevention",YES,"Crew quarters currently only has four, two-person units.",https://www.fs.usda.gov/asnf
